site name,gauge number,owner,lat,lon
Gallasch Ck/Verdun,A5030521,SA - Department for Environment and Water,-34.9974,138.7951
Galligans Gully,422324A,"QLD - Department of Regional Development, Manufacturing and Water",-27.67527961,151.5986143
Galvin_Ck Reid Ck Jn,919012A,"QLD - Department of Regional Development, Manufacturing and Water",-16.39872963,143.7230283
GANDANGARR@THIRLMERE,212068,"NSW - Department of Planning, Industry and Environment – Water",-34.21793808,150.5434691
Gandy Dam 1,607036,WA - Department of Water and Environmental Regulation,-34.31945913,116.0812605
Gandy Dam 2,607037,WA - Department of Water and Environmental Regulation,-34.29630385,116.082871
GARA @ WILLOW GLEN,206035,"NSW - Department of Planning, Industry and Environment – Water",-30.211164,151.726735
GARA D/S MALPAS DAM,206039,"NSW - Department of Planning, Industry and Environment – Water",-30.293301,151.740454
GARDEN @ US LANCE.,230217,"VIC - Department of Environment, Land, Water and Planning",-37.31369317,144.6392591
Gardens,509269,WA - Department of Water and Environmental Regulation,-32.2806,116.1077
GARDINER PUCKAPUNYAL,405293,"VIC - Department of Environment, Land, Water and Planning",-36.88730066,145.057643
GARDINERS C-GARDINER,229624A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8534,145.057
GARDINERS CK-ASHWOOD,229625A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8678,145.1
GARDINERS CK-LAKE RB,229635A,VIC - Melbourne Water Corporation (Melbourne Water),-37.828,145.161
GARDINERS-HAWTHORN,229231B,VIC - Melbourne Water Corporation (Melbourne Water),-37.8374,145.033
GARDINERS-KINKORA RB,229636A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8157,145.146
GARDINERS-M/BOROUGH,229637A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8295,145.135
Gardner,510044,WA - Department of Water and Environmental Regulation,-33.13125088,119.4825917
Gardner,615018,WA - Department of Water and Environmental Regulation,-33.13125088,119.4825917
Gawler R/Gawler Jctn,A5050505,SA - Department for Environment and Water,-34.5986,138.7369
GAWLER RIVER @ Virginia Park,A5050510.1,SA - Hills and Fleurieu Landscape Board,-34.6402041,138.5410825
GAWLER RIVER @ WEST GAWLER,14208.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.179417,146.15596
Gayndah Flume,136017A,"QLD - Department of Regional Development, Manufacturing and Water",-25.62154942,151.6036895
Gayndah Flume,136017B,"QLD - Department of Regional Development, Manufacturing and Water",-25.62154942,151.6036895
GBC06_Wonnerup Sidng,610016,WA - Department of Water and Environmental Regulation,-33.64219141,115.4352479
GCS SITE5,412153,"NSW - Department of Planning, Industry and Environment – Water",-34.265,144.0552
GEEA,600176,NSW - Snowy Hydro Limited,-36.30777778,148.3133333
Geehi AS RG,CS033,NSW - Snowy Hydro Limited,-36.38359078,148.1844278
Geehi at Geehi Res,401570,NSW - Snowy Hydro Limited,-36.29963611,148.3169389
Geemet,214,NSW - Snowy Hydro Limited,-36.30305556,148.315
GEER,401560,NSW - Snowy Hydro Limited,-36.28611111,148.3222222
Gelira,508029,WA - Department of Water and Environmental Regulation,-28.5915444,114.6603244
GELLIBRAND @ BUNKERS,235227,"VIC - Department of Environment, Land, Water and Planning",-38.5241,143.4829
GELLIBRAND @ BUNKERS,235227A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.5241,143.4829
GELLIBRAND @ BURRUPA,235224,"VIC - Department of Environment, Land, Water and Planning",-38.70152297,143.2482161
GELLIBRAND @ BURRUPA,235224A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.70152297,143.2482161
GELLIBRAND @ GELLI'D,235228,"VIC - Department of Environment, Land, Water and Planning",-38.53333333,143.55
GELLIBRAND @ GELLI.,235202,"VIC - Department of Environment, Land, Water and Planning",-38.56284937,143.6563482
GELLIBRAND @ PRNCTWN,235269,"VIC - Department of Environment, Land, Water and Planning",-38.69666221,143.1551633
GELLIBRAND @CARLIS.P,235225,"VIC - Department of Environment, Land, Water and Planning",-38.559074,143.367681
GELLIBRAND @CARLISLE,235208,"VIC - Department of Environment, Land, Water and Planning",-38.585,143.3283333
GELLIBRAND D/S DAM,235236,"VIC - Department of Environment, Land, Water and Planning",-38.53,143.6066667
GELLIBRAND R D/S DAM,235266,"VIC - Department of Environment, Land, Water and Planning",-38.59284599,143.6546298
GELLIBRAND R OTWAY,235258,"VIC - Department of Environment, Land, Water and Planning",-38.63466501,143.2641722
GEMLEIGH M. STORAGE,405317,"VIC - Department of Environment, Land, Water and Planning",-36.78990039,145.7207966
GEMLEIGH MEDOWS CK,405316,"VIC - Department of Environment, Land, Water and Planning",-36.59561708,145.6890548
GENOA @ D/S BIG FLAT,221216,"VIC - Department of Environment, Land, Water and Planning",-37.39611111,149.5113889
GENOA @ GIPSY POINT,221217,"VIC - Department of Environment, Land, Water and Planning",-37.4790224,149.6791503
GENOA @ GORGE,221210,"VIC - Department of Environment, Land, Water and Planning",-37.41577078,149.5203757
GENOA @ WANGARABELL,221202,"VIC - Department of Environment, Land, Water and Planning",-37.382091,149.486607
GENOA R @ ROCKTON,221001,"VIC - Department of Environment, Land, Water and Planning",-37.13865499,149.3172961
GENOA RV @ ROCKTON,221001,"NSW - Department of Planning, Industry and Environment – Water",-37.1382,149.3183
GEORGE @ ALLENVALE,235226,"VIC - Department of Environment, Land, Water and Planning",-38.55166667,143.9566667
George Rd,509062,WA - Department of Water and Environmental Regulation,-33.9062128,115.2696038
GEORGE RIVER AT ST HELENS WATER SUPPLY,2205.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.291234,148.217192
GEORGES@MINTO HEIGHT,213018,"NSW - Department of Planning, Industry and Environment – Water",-34.025278,150.886494
Georgetown,917101A,"QLD - Department of Regional Development, Manufacturing and Water",-18.33577778,143.5510833
Georgina_R Camooweal,001204A,"QLD - Department of Regional Development, Manufacturing and Water",-19.92472222,138.1133333
Geriberiwelup Swamp,509340,WA - Department of Water and Environmental Regulation,-34.47295168,117.8384553
Gevalwin,509546,WA - Department of Water and Environmental Regulation,-34.52834846,116.9361373
GIBBERGUNYAH CREEK,2122791,"NSW - Department of Planning, Industry and Environment – Water",-34.443494,150.437458
GIBBO @ GIBBO PARK,401217,"VIC - Department of Environment, Land, Water and Planning",-36.75660534,147.7092775
Giblett,509296,WA - Department of Water and Environmental Regulation,-34.35574617,115.8972606
GIL GIL @ BOOLATAROO,416054,"NSW - Department of Planning, Industry and Environment – Water",-29.0528,149.467
GIL GIL @ GALLOWAY,416052,"NSW - Department of Planning, Industry and Environment – Water",-29.1274,148.9878
GIL GIL @ M'VILLE,416080,"NSW - Department of Planning, Industry and Environment – Water",-29.05741207,149.3581798
GIL GIL @ WEEMELAH,416027,"NSW - Department of Planning, Industry and Environment – Water",-29.0488,149.1599
Gilbert Rv Burke Rd,917014A,"QLD - Department of Regional Development, Manufacturing and Water",-17.1682454,141.7674843
Gilbert_R Gilberton,917004A,"QLD - Department of Regional Development, Manufacturing and Water",-19.26930556,143.6945278
Gilbert_R Miranda,917009A,"QLD - Department of Regional Development, Manufacturing and Water",-17.33336111,141.9389722
Gilbert_R Percy Jn,917006A,"QLD - Department of Regional Development, Manufacturing and Water",-19.16441667,143.4799444
Gilbert_R Rockfields,917001D,"QLD - Department of Regional Development, Manufacturing and Water",-18.20250277,142.8760139
GILES CK @ KIRKS,233605,"VIC - Department of Environment, Land, Water and Planning",-37.552394,143.935211
Gilla,143012A,"QLD - Department of Regional Development, Manufacturing and Water",-26.89333333,152.0172222
GILLAMATONG CREEK,215237,"NSW - Department of Planning, Industry and Environment – Water",-35.42510047,149.7368074
GILLAMATONG CREEK 2,215237B,"NSW - Department of Planning, Industry and Environment – Water",-35.429204,149.749982
Gilliat_R,915213A,"QLD - Department of Regional Development, Manufacturing and Water",-20.08866667,141.1385833
Gilliat_R Gilliat,915207A,"QLD - Department of Regional Development, Manufacturing and Water",-20.67166667,141.4719444
Gilman,509234,WA - Department of Water and Environmental Regulation,-32.75497381,116.2825029
GILMORE @ GILMORE,410059,"NSW - Department of Planning, Industry and Environment – Water",-35.335072,148.168282
GILMORE @ WYBALENA,410106,"NSW - Department of Planning, Industry and Environment – Water",-35.484889,148.19077
Gilmours,422311A,"QLD - Department of Regional Development, Manufacturing and Water",-28.36721942,152.0091667
Gilmours Farm,509411,WA - Department of Water and Environmental Regulation,-31.8166036,116.1123537
Gilmours Farm,616040,WA - Department of Water and Environmental Regulation,-31.81661097,116.1134102
Gin Ck US Barton Hwy,410751,"ACT - Environment, Planning and Sustainable Development Directorate",-35.19761111,149.1015
Gin Gin Main Ch Out.,136018A,"QLD - Department of Regional Development, Manufacturing and Water",-25.02508851,151.9801728
Gin Gin_Ck Brushy Ck,135004A,"QLD - Department of Regional Development, Manufacturing and Water",-24.96863311,151.8918597
GINGHAM @ GINGHAM BR,418079,"NSW - Department of Planning, Industry and Environment – Water",-29.2233,149.2685
GINGHAM @ ROOKERY,418083,"NSW - Department of Planning, Industry and Environment – Water",-29.2438,149.3319
GINGHAM @ WILLOWLEE,418075,"NSW - Department of Planning, Industry and Environment – Water",-29.3895,149.6689
GINGHAM CH.@ TERALBA,418074,"NSW - Department of Planning, Industry and Environment – Water",-29.3995,149.6991
GINGHAM CH.@TILLALOO,418076,"NSW - Department of Planning, Industry and Environment – Water",-29.27137023,149.4525766
GINGHAM CH@WATERHOLE,418077,"NSW - Department of Planning, Industry and Environment – Water",-29.2433,149.3062
Gingilup,609041,WA - Department of Water and Environmental Regulation,-34.10467951,115.5195945
Gingin,617058,WA - Department of Water and Environmental Regulation,-31.34461265,115.9176096
Ginninderra CharnW,570908,"ACT - Environment, Planning and Sustainable Development Directorate",-35.20638892,149.0113901
Ginninderra CharnW,570908,ACT - Icon Water Limited,-35.20638892,149.0113901
Ginninderra US Barto,570807,"ACT - Environment, Planning and Sustainable Development Directorate",-35.19761111,149.1015
GIPPSLAND DRAIN NO 3,225709A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.13308811,146.9109983
Giralang Barton Hwy,570991,"ACT - Environment, Planning and Sustainable Development Directorate",-35.20972222,149.1067222
Giralang Stormwater,410768,ACT - Icon Water Limited,-35.21322222,149.0943333
Giralang Stormwater,410768,"ACT - Environment, Planning and Sustainable Development Directorate",-35.21322222,149.0943333
Girrawheen,603022,WA - Department of Water and Environmental Regulation,-34.94847244,117.4659992
Giru Weir HW,119007A,QLD - SunWater,-19.510482,147.112145
GISBORNE @ BURNT MIL,230225,"VIC - Department of Environment, Land, Water and Planning",-37.43333333,144.4983333
GISBORNE U/S ROSSLYN,230222,"VIC - Department of Environment, Land, Water and Planning",-37.46109092,144.5317554
Gitchams Xng,G8150180,"NT - Department of Environment, Parks and Water Security",-12.969497,130.762405
GLADESVILLE BC,566087,NSW - Sydney Water Corporation (Sydney Water),-33.8226,151.1294
GLADYSDALE RG-NEW,229846A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8186,145.661
Glastonbury Ck,138003D,"QLD - Department of Regional Development, Manufacturing and Water",-26.21617591,152.5215599
Glastonbury No 1,138003A,"QLD - Department of Regional Development, Manufacturing and Water",-26.20355484,152.5276171
Glastonbury No 3,138003C,"QLD - Department of Regional Development, Manufacturing and Water",-26.21707883,152.5215562
Glastonbury No. 2,138003B,"QLD - Department of Regional Development, Manufacturing and Water",-26.21527299,152.5215636
Glebe Weir HW,130338A,QLD - SunWater,-25.4633,150.0344
Glebe Weir TW,130345A,QLD - SunWater,-25.4633,150.0344
GLEN @ MAINDAMPLE,405252,"VIC - Department of Environment, Land, Water and Planning",-37.00833333,145.9033333
Glen Allyn,112003A,"QLD - Department of Regional Development, Manufacturing and Water",-17.3808,145.6509
Glen Darran,616179,WA - Department of Water and Environmental Regulation,-31.64168373,116.1272024
Glen Eagle,509647,WA - Department of Water and Environmental Regulation,-32.25277652,116.141436
Glen Eagle,616065,WA - Department of Water and Environmental Regulation,-32.22990072,116.1713996
Glen Ellen,504012,WA - Department of Water and Environmental Regulation,-21.78725684,119.876884
Glen Herring,504010,WA - Department of Water and Environmental Regulation,-21.30336462,119.6735521
"Glen Mervyn Dam Daily Dam Water Level, Bunbury, So",PI_342969.1,WA - Water Corporation,-33.4982675,116.100211
Glen Mervyn Wsl,ODSS_18332_WSLAHD.1,WA - Water Corporation,-33.4982675,116.100211
Glen Mervyn Wsl,ODSS_18332_STAMN.1,WA - Water Corporation,-33.4982675,116.100211
Glen Mervyn Wsl - Logger,ODSS_47683_WSLAHD.1,WA - Water Corporation,-33.4982675,116.100211
GLEN NAYOOK-NEERIM B,228288A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9325,145.942
Glen Os Ck/Park Ave,A5040586,SA - Department for Environment and Water,-34.9651,138.6454
GLEN WAVERLEY RG,586197,VIC - Melbourne Water Corporation (Melbourne Water),-37.8901,145.173
GLENBAWN DAM,210097,"NSW - Department of Planning, Industry and Environment – Water",-32.1026,150.9926
GLENBROOK RAAF,563064,NSW - Sydney Water Corporation (Sydney Water),-33.764,150.635
GLENDALE,502219A,VIC - Melbourne Water Corporation (Melbourne Water),-37.3388,145.659
GLENDONBROOK D/S WBR,210132,"NSW - Department of Planning, Industry and Environment – Water",-32.5573,151.2934
GLENELG @ BIG CORD,238231,"VIC - Department of Environment, Land, Water and Planning",-37.31227,142.36721
GLENELG @ CASTERTON,238212,"VIC - Department of Environment, Land, Water and Planning",-37.58242592,141.4089437
GLENELG @ ROCKLANDS,238205,"VIC - Department of Environment, Land, Water and Planning",-37.2364096,141.9537631
GLENELG @ ROCKLANDS,238236,"VIC - Department of Environment, Land, Water and Planning",-37.2345,141.959
GLENELG @ SANDFORD,238202,"VIC - Department of Environment, Land, Water and Planning",-37.61903001,141.4290873
GLENELG @ SANDFORD,238202B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.61903001,141.4290873
Glenelg Bowls Pluvio,A5040557,SA - Department for Environment and Water,-34.9825,138.5222
GLENELG HARROW B EC,238210,"VIC - Department of Environment, Land, Water and Planning",-37.170771,141.589857
GLENELG R @ DERGHOLM,238211,"VIC - Department of Environment, Land, Water and Planning",-37.36671027,141.2427515
GLENELG R D/S BURKES,238249,"VIC - Department of Environment, Land, Water and Planning",-37.23804131,141.3429262
